head,relation,tail,label
dt_Q12908,drug,drug_222528,1
dt_P08183,drug,drug_3108,1
dt_Q00325,drug,drug_1061,1
dt_P08183,drug,drug_9875401,1
dt_P08183,drug,drug_656406,1
dt_Q9NPD5,drug,drug_104865,1
dt_Q9NPD5,drug,drug_5352062,1
dt_Q9Y6L6,drug,drug_446156,1
dt_P21439,drug,drug_36314,1
dt_Q92887,drug,drug_9848818,1
dt_Q4U2R8,drug,drug_6256,1
dt_Q7Z2H8,drug,drug_6234,1
dt_Q9Y6L6,drug,drug_33255,1
dt_P08183,drug,drug_2051,1
dt_Q8TCC7,drug,drug_5280360,1
dt_O15439,drug,drug_2610,1
dt_Q9Y6L6,drug,drug_2754,1
dt_Q96FL8,drug,drug_6257,1
dt_P16260,drug,drug_317,1
dt_Q6ZQN7,drug,drug_5920,1
dt_P08183,drug,drug_5452,1
dt_P08183,drug,drug_9832912,1
dt_Q9Y2C5,drug,drug_3672,1
dt_P46059,drug,drug_11597698,1
dt_P08183,drug,drug_72474,1
dt_Q8TCC7,drug,drug_2754,1
dt_P46721,drug,drug_10140,1
dt_Q9UNQ0,drug,drug_5978,1
dt_Q92887,drug,drug_4112,1
dt_Q12908,drug,drug_3035026,1
dt_P08183,drug,drug_446155,1
dt_P46059,drug,drug_9369,1
dt_Q9UNQ0,drug,drug_6442661,1
dt_P46721,drug,drug_446157,1
dt_Q99808,drug,drug_119182,1
dt_Q9BY07,drug,drug_516892,1
dt_Q96BD0,drug,drug_3001028,1
dt_Q9UNQ0,drug,drug_9874913,1
dt_P08183,drug,drug_5870,1
dt_Q5T3U5,drug,drug_2733525,1
dt_Q9UNQ0,drug,drug_6918412,1
dt_P08183,drug,drug_444036,1
dt_P08183,drug,drug_45267103,1
dt_O15438,drug,drug_5396,1
dt_Q9H015,drug,drug_2520,1
dt_Q92887,drug,drug_221493,1
dt_P08183,drug,drug_60699,1
dt_O15245,drug,drug_5280360,1
dt_P33527,drug,drug_2725,1
dt_P08183,drug,drug_58031952,1
dt_Q92887,drug,drug_10140,1
dt_P08183,drug,drug_5396,1
dt_Q9NPD5,drug,drug_16204922,1
dt_Q9HAS3,drug,drug_667490,1
dt_O15245,drug,drug_3348,1
dt_Q86UW2,drug,drug_23666345,1
dt_P08183,drug,drug_4474,1
dt_P08183,drug,drug_10275777,1
dt_Q9Y2C5,drug,drug_338,1
dt_Q9UNQ0,drug,drug_2909,1
dt_Q92887,drug,drug_2554,1
dt_Q9UNQ0,drug,drug_64987,1
dt_P31639,drug,drug_5793,1
dt_P08183,drug,drug_6741,1
dt_P08183,drug,drug_3076,1
dt_Q9UNQ0,drug,drug_5281707,1
dt_P08183,drug,drug_36314,1
dt_Q92887,drug,drug_13342,1
dt_Q9Y6L6,drug,drug_6282,1
dt_O15438,drug,drug_10140,1
dt_P08183,drug,drug_6439929,1
dt_P08183,drug,drug_4848,1
dt_P78382,drug,drug_448209,1
dt_Q9UHI7,drug,drug_54670067,1
dt_Q92887,drug,drug_43805,1
dt_Q13336,drug,drug_2723790,1
dt_Q92887,drug,drug_477670,1
dt_Q9UNQ0,drug,drug_4679,1
dt_Q92887,drug,drug_23665721,1
dt_P08183,drug,drug_123865,1
dt_O15245,drug,drug_5413,1
dt_Q9Y6L6,drug,drug_5284616,1
dt_Q9UNQ0,drug,drug_441597,1
dt_Q9NPD5,drug,drug_12594,1
dt_Q9UNQ0,drug,drug_441300,1
dt_Q92887,drug,drug_11431716,1
dt_P08183,drug,drug_65889,1
dt_P08183,drug,drug_2801,1
dt_P08183,drug,drug_3878,1
dt_P08183,drug,drug_5052,1
dt_P48065,drug,drug_305,1
dt_P08183,drug,drug_5073,1
dt_Q9Y6L6,drug,drug_6450551,1
dt_O15439,drug,drug_6076,1
dt_Q9Y6L6,drug,drug_54454,1
dt_Q96FL8,drug,drug_4993,1
dt_Q9NPD5,drug,drug_5920,1
dt_Q9NPD5,drug,drug_36314,1
dt_O15244,drug,drug_2130,1
dt_P46721,drug,drug_2708,1
dt_Q7LBE3,drug,drug_769,1
dt_P08183,drug,drug_2264,1
dt_P46059,drug,drug_33255,1
dt_Q9NPD5,drug,drug_44187,1
dt_P08183,drug,drug_31703,1
dt_Q9UNQ0,drug,drug_104775,1
dt_Q6PXP3,drug,drug_5984,1
dt_Q9Y2C5,drug,drug_54687,1
dt_Q9UP95,drug,drug_4873,1
dt_O00337,drug,drug_6029,1
dt_Q14542,drug,drug_596,1
dt_P08183,drug,drug_3869,1
dt_P46721,drug,drug_60934,1
dt_O95528,drug,drug_108223,1
dt_O00337,drug,drug_596,1
dt_O15440,drug,drug_3383,1
dt_P08183,drug,drug_135413536,1
dt_Q9HAB3,drug,drug_493570,1
dt_Q8WWT9,drug,drug_160419,1
dt_Q9UNQ0,drug,drug_9577124,1
dt_Q9Y6L6,drug,drug_9833444,1
dt_Q92887,drug,drug_135398561,1
dt_P08183,drug,drug_5358,1
dt_O94956,drug,drug_101068009,1
dt_Q4U2R8,drug,drug_446541,1
dt_O95342,drug,drug_23666345,1
dt_Q9Y2C5,drug,drug_2244,1
dt_O15245,drug,drug_2468,1
dt_Q9Y6L6,drug,drug_446155,1
dt_O94956,drug,drug_5904,1
dt_P46721,drug,drug_2663,1
dt_Q9UNQ0,drug,drug_4474,1
dt_P46059,drug,drug_441199,1
dt_Q99624,drug,drug_4649,1
dt_Q9NPD5,drug,drug_159594,1
dt_O15438,drug,drug_6675,1
dt_O15438,drug,drug_3199,1
dt_O15438,drug,drug_3310,1
dt_P52569,drug,drug_6262,1
dt_P08183,drug,drug_163659,1
dt_P08183,drug,drug_6918554,1
dt_O15245,drug,drug_23700083,1
dt_Q6ZSM3,drug,drug_586,1
dt_Q7RTY1,drug,drug_1175,1
dt_P08183,drug,drug_60822,1
dt_O15245,drug,drug_72324,1
dt_P08183,drug,drug_4539,1
dt_P46721,drug,drug_65217,1
dt_O15439,drug,drug_20279,1
dt_P08183,drug,drug_5035,1
dt_Q4U2R8,drug,drug_23665721,1
dt_Q9Y6L6,drug,drug_446157,1
dt_P33527,drug,drug_3085416,1
dt_O15245,drug,drug_5280363,1
dt_P08183,drug,drug_6445540,1
dt_P46721,drug,drug_1176,1
dt_Q9Y5Y0,drug,drug_24577,1
dt_Q14542,drug,drug_119182,1
dt_O15245,drug,drug_170361,1
dt_Q92887,drug,drug_4763,1
dt_Q92887,drug,drug_5978,1
dt_Q01650,drug,drug_6047,1
dt_P08183,drug,drug_45375806,1
dt_Q9Y6L6,drug,drug_11285588,1
dt_P08183,drug,drug_150311,1
dt_P49281,drug,drug_23925,1
dt_Q9NPD5,drug,drug_60822,1
dt_P08183,drug,drug_4058,1
dt_Q4U2R8,drug,drug_60172,1
dt_Q9NPD5,drug,drug_5282452,1
dt_P08183,drug,drug_56640146,1
dt_P08183,drug,drug_5379,1
dt_Q7Z2H8,drug,drug_5665,1
dt_Q9UHI5,drug,drug_5950,1
dt_P08183,drug,drug_53024,1
dt_Q9UNQ0,drug,drug_445154,1
dt_P08183,drug,drug_54677971,1
dt_O15245,drug,drug_2249,1
dt_P14672,drug,drug_108223,1
dt_O15245,drug,drug_4735,1
dt_Q9BZD2,drug,drug_6245,1
dt_Q9UNQ0,drug,drug_54684141,1
dt_Q9UNQ0,drug,drug_3108,1
dt_Q92887,drug,drug_24360,1
dt_Q9UNQ0,drug,drug_2051,1
dt_Q15758,drug,drug_135413534,1
dt_P33527,drug,drug_2710,1
dt_O15245,drug,drug_84691,1
dt_P33527,drug,drug_124886,1
dt_P08183,drug,drug_4053,1
dt_P08183,drug,drug_71657455,1
dt_P08183,drug,drug_44187,1
dt_Q9Y6L6,drug,drug_3081361,1
dt_P08183,drug,drug_2995,1
dt_Q9UNQ0,drug,drug_185617,1
dt_P46721,drug,drug_2764,1
dt_Q9Y6L6,drug,drug_60822,1
dt_Q9NWF4,drug,drug_493570,1
dt_P49281,drug,drug_23930,1
dt_O15244,drug,drug_681,1
dt_Q16348,drug,drug_5362065,1
dt_P08183,drug,drug_9939627,1
dt_Q9UHI5,drug,drug_145742,1
dt_Q9UNQ0,drug,drug_135398508,1
dt_Q92887,drug,drug_36314,1
dt_P08183,drug,drug_4526,1
dt_Q9Y694,drug,drug_2471,1
dt_Q9BXS9,drug,drug_71081,1
dt_Q9NPD5,drug,drug_104842,1
dt_P46059,drug,drug_38103,1
dt_Q9UNQ0,drug,drug_9875401,1
dt_Q05940,drug,drug_681,1
dt_Q86VL8,drug,drug_46220502,1
dt_P48029,drug,drug_586,1
dt_P08183,drug,drug_5362440,1
dt_O15431,drug,drug_38904,1
dt_P46059,drug,drug_91270,1
dt_P11166,drug,drug_108223,1
dt_Q9UNQ0,drug,drug_9832912,1
dt_Q9UNQ0,drug,drug_54454,1
dt_Q92959,drug,drug_54313,1
dt_P08183,drug,drug_5280343,1
dt_P08183,drug,drug_1234,1
dt_P48065,drug,drug_72324,1
dt_Q4U2R8,drug,drug_442530,1
dt_Q9P2U8,drug,drug_1061,1
dt_Q9NPD5,drug,drug_3383,1
dt_Q9NPD5,drug,drug_5280352,1
dt_O15244,drug,drug_5280360,1
dt_P82251,drug,drug_9750,1
dt_Q4U2R8,drug,drug_23700083,1
dt_Q9UMX9,drug,drug_5988,1
dt_O15438,drug,drug_11542188,1
dt_Q9H015,drug,drug_72324,1
dt_O15245,drug,drug_4513,1
dt_Q9BZV2,drug,drug_6042,1
dt_Q16348,drug,drug_19003,1
dt_P08183,drug,drug_10350481,1
dt_Q8N370,drug,drug_6106,1
dt_Q9UNQ0,drug,drug_5291,1
dt_O00624,drug,drug_2148,1
dt_Q14916,drug,drug_2244,1
dt_O15245,drug,drug_2756,1
dt_P08183,drug,drug_40839,1
dt_P08183,drug,drug_49803313,1
dt_Q9UHI5,drug,drug_6057,1
dt_P08183,drug,drug_462199,1
dt_O75751,drug,drug_297812,1
dt_Q9Y6L6,drug,drug_11431716,1
dt_P46059,drug,drug_5339,1
dt_Q9Y6L6,drug,drug_3383,1
dt_Q92887,drug,drug_3255,1
dt_Q8TCC7,drug,drug_135401907,1
dt_P33527,drug,drug_148123,1
dt_Q9UNQ0,drug,drug_84691,1
dt_P08183,drug,drug_3348,1
dt_Q9H2H9,drug,drug_5961,1
dt_Q9NYB5,drug,drug_5281887,1
dt_O15245,drug,drug_11178236,1
dt_Q9NPD5,drug,drug_3348,1
dt_O15245,drug,drug_297812,1
dt_Q9NPD5,drug,drug_446157,1
dt_P08183,drug,drug_171548,1
dt_O15440,drug,drug_6076,1
dt_P46059,drug,drug_6398970,1
dt_Q96FL8,drug,drug_3001028,1
dt_Q9Y6L6,drug,drug_44187,1
dt_Q9NY64,drug,drug_108223,1
dt_P08183,drug,drug_5625,1
dt_P08183,drug,drug_3657,1
dt_O43808,drug,drug_6083,1
dt_O75751,drug,drug_5234,1
dt_O94956,drug,drug_3062,1
dt_P08183,drug,drug_148123,1
dt_Q86UW2,drug,drug_6675,1
dt_P33527,drug,drug_60172,1
dt_P08183,drug,drug_3386,1
dt_O15245,drug,drug_4091,1
dt_Q9Y6L6,drug,drug_130881,1
dt_Q9Y694,drug,drug_36314,1
dt_O94956,drug,drug_12594,1
dt_P08183,drug,drug_13342,1
dt_O15438,drug,drug_4112,1
dt_O15375,drug,drug_4911,1
dt_Q9UNQ0,drug,drug_130881,1
dt_Q9H015,drug,drug_3446,1
dt_Q9Y226,drug,drug_33032,1
dt_P33527,drug,drug_3001028,1
dt_P08183,drug,drug_5481350,1
dt_P08183,drug,drug_60606,1
dt_Q9UHI5,drug,drug_750,1
dt_O15431,drug,drug_43805,1
dt_P08183,drug,drug_44462760,1
dt_P08183,drug,drug_131536,1
dt_O43808,drug,drug_317,1
dt_Q9Y6L6,drug,drug_9912743,1
dt_P46721,drug,drug_213039,1
dt_P08183,drug,drug_23725625,1
dt_Q9UNQ0,drug,drug_443292,1
dt_P08183,drug,drug_3685,1
dt_Q9NPD5,drug,drug_42008,1
dt_P08183,drug,drug_176870,1
dt_P08183,drug,drug_3793,1
dt_P08183,drug,drug_65028,1
dt_P08183,drug,drug_54675776,1
dt_O76082,drug,drug_3007,1
dt_Q92887,drug,drug_4212,1
dt_P11166,drug,drug_440667,1
dt_Q92887,drug,drug_2610,1
dt_P08183,drug,drug_6918493,1
dt_Q8TCC7,drug,drug_2471,1
dt_O15245,drug,drug_20279,1
dt_Q9UNQ0,drug,drug_1175,1
dt_Q9UNQ0,drug,drug_2723601,1
dt_Q92887,drug,drug_392622,1
dt_P46059,drug,drug_4835,1
dt_Q01650,drug,drug_5961,1
dt_P08183,drug,drug_2244,1
dt_P08183,drug,drug_25154714,1
dt_O60312,drug,drug_5327011,1
dt_Q9NPD5,drug,drug_5329102,1
dt_O94956,drug,drug_6282,1
dt_Q9UNQ0,drug,drug_5997,1
dt_Q16572,drug,drug_187,1
dt_P08183,drug,drug_65990,1
dt_P08183,drug,drug_49846579,1
dt_O15245,drug,drug_4916,1
dt_Q86UW2,drug,drug_5280360,1
dt_P08183,drug,drug_107715,1
dt_P11168,drug,drug_108223,1
dt_P33527,drug,drug_60699,1
dt_P21439,drug,drug_5312125,1
dt_Q8TCC7,drug,drug_4369359,1
dt_P08183,drug,drug_5753,1
dt_Q92887,drug,drug_4488490,1
dt_Q2M3G0,drug,drug_11671467,1
dt_Q9NPD5,drug,drug_443289,1
dt_O15439,drug,drug_10140,1
dt_Q9H936,drug,drug_33032,1
dt_Q96QD8,drug,drug_5950,1
dt_O75751,drug,drug_838,1
dt_P33527,drug,drug_5281887,1
dt_O76082,drug,drug_5487427,1
dt_Q6YBV0,drug,drug_6305,1
dt_Q8N695,drug,drug_104745,1
dt_Q16348,drug,drug_5484727,1
dt_P08183,drug,drug_10280735,1
dt_O94956,drug,drug_9939627,1
dt_O15245,drug,drug_838,1
dt_O95255,drug,drug_84691,1
dt_P08183,drug,drug_4212,1
dt_O94911,drug,drug_3001028,1
dt_P08183,drug,drug_4411,1
dt_Q01650,drug,drug_6106,1
dt_P46059,drug,drug_19003,1
dt_Q13336,drug,drug_11719,1
dt_P08183,drug,drug_216237,1
dt_Q4U2R8,drug,drug_743,1
dt_Q9UNQ0,drug,drug_9808998,1
dt_Q0GE19,drug,drug_23925,1
dt_P08183,drug,drug_5997,1
dt_Q92887,drug,drug_383414,1
dt_Q96FL8,drug,drug_5413,1
dt_Q9NPD5,drug,drug_54687,1
dt_Q9NPD5,drug,drug_5291,1
dt_Q9Y6L6,drug,drug_11626560,1
dt_Q4U2R8,drug,drug_5280723,1
dt_O76082,drug,drug_2724480,1
dt_O60669,drug,drug_338,1
dt_P08183,drug,drug_135423438,1
dt_Q9NPD5,drug,drug_23666345,1
dt_Q7RTY1,drug,drug_10917,1
dt_O94956,drug,drug_185617,1
dt_P33527,drug,drug_5280879,1
dt_Q92887,drug,drug_148123,1
dt_Q4U2R8,drug,drug_3383,1
dt_Q9Y6L6,drug,drug_5329102,1
dt_Q4U2R8,drug,drug_2655,1
dt_Q9UNQ0,drug,drug_4055,1
dt_P08183,drug,drug_5329102,1
dt_Q9Y6L6,drug,drug_5311309,1
dt_O15244,drug,drug_16230,1
dt_Q9H2B4,drug,drug_71081,1
